GSM107847 GSM107848 GSM107849 GSM107851 GSM107852 GSM107853 GSM107854 GSM107855 GSM107856 GSM107857 GSM107858 GSM107859 GSM107860 GSM107861 GSM107862 GSM107863 GSM107864 GSM107865 GSM107866 GSM107867
BSND 6.15988913223861 6.08500034318865 6.17915785008702 6.21639793253763 6.13832553470574 6.31427586419754 6.16288359484998 6.10861461949377 6.19137391462303 6.14272204980006 6.07644405829606 6.15469362022373 6.31203588267088 6.08123798952577 6.16333929885279 6.27778905593587 6.24700066449376 6.11103576954141 6.12243370077732 6.27811122680257
CLEC4C 5.75160277863468 5.62862434438357 5.73024339187473 5.64766568061905 5.6959621360967 5.66561844539749 5.69495547953804 5.74516956248121 5.75620453590013 5.57487835580311 5.62028625257421 5.60592563303481 5.67064488180526 5.64756191049149 5.58696660138173 5.68154134239905 5.65590754107451 5.63829629476487 5.66644506087899 5.72609318313921
NLRC4 5.94264958310587 5.96228536939371 5.87225930008503 5.95432667009848 5.89892223970549 5.70042767047975 5.88957679296455 5.85555084985726 5.91195511691337 5.80204206392932 5.89655286868252 5.86339717002882 5.7070832682658 5.6913597519698 5.77783703400201 5.81908774775098 5.85928133063884 5.89278025840021 5.82468310250788 5.87730144668563
PRSS36 6.78910757512928 6.58492683997864 6.37915390250221 6.86580215355869 6.76632473251662 6.64551057776103 6.46856344948595 6.45809588874614 6.47867630033288 6.76084643055457 6.51075060351858 6.46767692975704 6.91590444294416 6.53321084088426 6.70308853805164 6.63508156018951 6.56572926523349 6.46827031150362 6.71586069346349 6.73012053864356
ZDHHC15 6.00292947203597 5.96500522288731 5.90827161125022 5.91411046755396 6.11099976517425 6.13855664444865 6.28974927395643 6.25159386497112 6.12527451178532 6.03634496762873 5.92926230819041 6.1643365376362 6.24445816577109 6.06564022509627 6.13612392960187 5.84126953981159 5.96683871669193 6.23072847572207 6.31024806292644 6.01522724011842
RAI1 7.02283058056576 6.90627355160904 6.93285162106473 7.11161410304366 7.11001442021121 6.68906659899593 6.87325894090227 7.00568985326467 6.87079307846762 7.14978980607581 6.6292524758628 6.69804872727352 7.12476224045845 6.8492160670059 6.70308853805164 6.93578339252061 7.05905662829428 6.86195323655264 6.66898799412649 6.8584613601202
CDK15 6.28866822003546 6.28160290683229 6.29647799724497 6.43127555719836 6.17504418995429 6.29708835936951 6.46856344948595 6.14530602859796 6.33458155629421 6.22669919932946 6.33007636122641 6.33051976513941 6.37733866418924 6.16811185531032 6.31931756241964 6.21639518515775 6.3118252339299 6.34646083737412 6.16015659324425 6.34819099982766
ZNF570 6.54386739016372 6.36780884669897 6.31339655061523 6.41305167838798 6.33311006679346 6.38799571451571 6.31074770662102 6.55814709470086 6.45895171598408 6.2920697047491 6.46367664830472 6.40694397121996 6.32188145428812 6.35350708829248 6.30007425339661 6.51383619814086 6.23685349690621 6.39335278631622 6.5007398163422 6.41650864547776
NUDT9P1 5.92809908809625 5.75071248934753 5.83985689352399 5.83418678456139 5.79501159793235 5.88752155851694 5.72793423916795 5.61869160401151 5.69044249953131 5.81700204081036 5.78353663183893 5.97648851145096 5.72322487408931 5.97807719474668 5.9755892070284 5.73677241948929 5.74672732292911 5.81458634249113 5.74395601015962 5.87659087233628
BTBD16 5.97841474402571 6.13197116425123 5.93037408408017 6.06178812849958 5.97369400679534 5.72962491463908 5.98467680725976 5.86182420199449 5.85039563968106 5.95794681339438 5.92926230819041 5.83612624823924 6.03050343336229 5.9322186057391 5.9262384231994 6.02997702464229 5.89062696466554 5.98755120201416 6.04250377519177 5.92429863132146
RTP3 6.13097403257996 6.20474586479607 6.42334717607641 6.22944560314826 6.35947987922661 6.20891264872893 6.11574473683809 6.15426379053499 6.08580378007018 6.08355607375119 6.18314880149024 6.20319743205096 6.12972205174498 6.01851611728 6.34492474691763 6.29638406867335 6.08139072493142 6.13251226210787 6.28245699774343 6.16891348183391
C21orf29 6.07406923610993 6.07160050331015 5.99471969587487 6.08499562007937 5.99750506901619 6.02982958294215 5.87616538274659 6.05032981496087 5.85039563968106 6.08633940244483 6.10315838709999 5.97648851145096 6.05338439082469 6.02252291402038 6.04658762869113 5.93870643057885 6.02146666126239 6.04741639964021 6.18257812985505 5.99302668835635
MIPOL1 6.93711515353229 7.21932614753255 6.8625518102649 6.73659657461949 6.80577715801159 6.88055490318104 6.80725168448412 6.75262502214918 6.95587965916344 6.96252484135912 6.92640241778401 7.05429113573762 6.94360072692912 6.86360262965481 6.7378576848355 6.89473161207627 6.74627304211623 6.91987240986906 6.79941389180008 7.08955584813857
C6orf141 6.9843852937918 7.12037905743036 7.19175679198156 6.95894116473084 7.37005237047165 6.97550125937784 6.75102715238081 7.16819058473042 7.1406662404972 7.06010815977578 7.44368681205368 7.26761451551549 7.30880312060811 7.50411258651191 7.2710785074305 7.21052162166765 7.71720890706126 7.24277180510887 7.19899803760327 7.44532898834543
ALMS1P 6.16377412656031 6.26372589846169 6.45734768601775 6.15245890882373 6.27584547186089 6.07430841274731 6.20255892555944 6.1816123428097 6.37724070325339 6.15822554984845 6.33007636122641 6.40694397121996 6.24445816577109 6.22627386573366 6.22042675259789 6.34637533457392 6.18992616008735 6.1235582132018 6.38948760165701 6.44949140336641
MYO3B 5.76568039297271 5.69843778131166 5.7680357301471 5.62843832996919 5.87431388283729 5.64368490333343 5.81868728145832 5.69602736784684 5.75656654694308 5.75652847877772 5.70475452549746 5.63897805451178 5.88502941419335 5.86057608203018 5.8488949959969 5.78996686173593 5.83070413888669 5.79143151812114 5.80303567328191 5.74992655834193
ADAM21 6.2482263815032 6.29926110577619 6.41094176271458 6.31831058513501 6.27584547186089 6.20006529592745 6.24681266641643 6.1816123428097 6.12527451178532 6.11070161106035 6.14354398374691 6.33051976513941 6.11992735171206 6.33600359184927 6.13612392960187 6.13650025381173 6.22138003425724 6.23072847572207 6.40863565919833 6.29474227805631
TRIML2 5.92809908809625 6.15154609496064 6.13455906237264 6.15245890882373 6.06666742259811 6.17985238959224 6.085594597088 5.90589419676341 6.15008786256382 6.06155873030548 6.12349249338088 6.08901552990731 5.95959921413536 5.90873084542024 6.15766593669439 6.17700070188111 6.10815378915311 6.02773605701173 6.16015659324425 6.12137766496637
ABCC13 5.9022675429853 5.86139329650347 5.89494998590553 5.86132294993497 5.88706095490963 5.86237652028809 5.94437236146107 5.84524245255292 5.89144872450107 5.83165806496233 5.87027117697569 5.84458396318741 5.88412671346643 5.88465346372521 6.01147660589761 5.87811335109161 5.89952394708283 5.85912279922524 5.89782678486414 5.87638699697419
IL12RB1 6.40360652648437 6.33394205193934 6.34664983786059 6.29859223026473 6.19577575806033 6.25905847453963 6.20255892555944 6.31833727413004 6.33458155629421 6.06155873030548 6.31247167840047 6.34354159076833 6.26420698312651 6.22627386573366 6.26080006700498 6.3640236461253 6.29713932719195 6.29799342828499 6.16015659324425 6.25797702861652
GTF2A1L 5.61479698533904 5.75071248934753 5.81631154248499 5.59649556106049 5.49393090676107 5.70154322486964 5.69636870768409 5.5086734266003 5.78852575468635 5.6274007966 5.73149608433576 5.63897805451178 5.57297714829154 5.56247387240601 5.58836329420219 5.56430040271579 5.61081888590755 5.61802418024549 5.85979091043172 5.77616469462995
TRPV3 6.21822187236602 6.20935552918865 6.06124727392092 6.10504261167577 6.09055013289685 6.1472854786547 6.1711239686996 6.1219766120432 6.12215130322522 6.11668790915182 6.18080356470655 6.09974840000053 6.21659652758282 6.08594291645293 6.06473289714676 6.19578920664831 6.08258523761748 6.11103576954141 6.16219577971081 6.15081172811317
CNBD1 5.76454144115172 5.65736544050106 5.71786464092282 5.65968916945211 5.71080795912731 5.58209477846575 5.69636870768409 5.61479240968745 5.72388331711391 5.69340879770002 5.64946431864179 5.62739491092925 5.6778943159251 5.75700354163578 5.77568776824292 5.828109731377 5.73550800932194 5.64387799390472 5.68201010379936 5.74968354400998
ABCC12 6.02113914887505 5.86417021097582 6.06816744538448 5.99332284669256 6.02694330332956 5.91283443245038 5.82968763638482 5.88997218113579 5.91544807725978 5.8873208579021 5.99067948328848 5.90277534494986 6.04864601757202 5.83949618531715 6.05273839899579 6.01365532525124 5.88583520243354 6.06487113321878 5.97430627276847 5.91951275355877
MMP21 5.61479698533904 5.69843778131166 5.63976766643546 5.72023059686214 5.62199539823049 5.55229963186638 5.56271093568194 5.64493350320293 5.69044249953131 5.81700204081036 5.53297681510007 5.55190105329615 5.508204711593 5.59226728328823 5.5234728677964 5.59451584969418 5.56251396689034 5.66973180756394 5.68235337146469 5.61106214033558
TMEM190 6.62507490919597 6.35097482224792 6.70821960009079 6.58569224098799 6.42377243452553 6.49002437979167 6.26844069361259 6.48739690590596 6.19846983886942 6.41454415322997 6.33007636122641 6.31737933419462 6.74371944216982 6.40477839277684 6.46466782401696 6.48186304192431 6.34075603639036 6.34646083737412 6.40863565919833 6.31277943053668
GAS2L2 6.57690091516589 6.61343898045446 6.66932137945076 6.55277738880108 6.69530472363053 6.40550947474186 6.55909420555392 6.65170749791126 6.37724070325339 6.4907742483695 6.60052697813041 6.39448444326125 6.53196309275989 6.53321084088426 6.46466782401696 6.46560675782429 6.56572926523349 6.64659550620063 6.62054114206995 6.64725203652707
KCNG4 6.18535515443207 6.31670578684674 6.33011899947706 6.44927210629581 6.27584547186089 6.17985238959224 6.20255892555944 6.21702738424155 6.26813026956233 6.06155873030548 6.31247167840047 6.10439760507056 6.24445816577109 6.30034634570882 6.37555377763672 6.2547425028274 6.41064233503529 6.29799342828499 6.38948760165701 6.29474227805631
PXT1 5.82187625406469 5.80115917027238 5.88582525563365 5.96503454137469 5.92485948137317 6.02982958294215 5.90406791566238 6.23441414569486 5.81979232359284 5.75652847877772 5.90597407685095 5.83612624823924 5.77920040224537 5.75915873352734 5.90091520151878 5.89081039669075 5.92923601540073 5.79143151812114 5.94094511660958 5.90064194108847
CACNG5 6.38314329058363 6.42432636922016 6.32577344102844 6.59099450561271 6.27373991056013 6.50723925125903 6.27022831523026 6.25587479778339 6.26342128664237 6.33993091154349 6.50244299183255 6.35832533650505 6.23950805946706 6.26328353022587 6.41501538715504 6.3763664451136 6.50938051106641 6.31968961436627 6.38315018314643 6.33129534055496
C21orf74 6.11525085642117 5.94270740515527 6.08531742308272 6.14138936527793 5.94927674408425 6.03998984596142 5.98444009071318 6.04698192631286 6.04598877069458 5.9029401849962 6.13323949676878 6.12699062309639 6.10701970624139 6.00047120129519 6.01147660589761 6.04061477414437 6.07399851370006 6.04688654811594 6.03496539243651 6.10952045468888
NCRNA00204 6.16377412656031 6.40089883962953 6.31339655061523 6.23776668049923 6.49241137796013 6.11745688203613 6.15690467904279 6.10806242129533 6.26813026956233 6.24882011502683 6.14354398374691 6.20771110698461 6.48224046424067 6.40477839277684 6.41186255492115 6.34637533457392 6.23685349690621 6.19588217604448 6.13738109160049 6.31277943053668
WFDC11 6.32800724650175 6.18991675127641 6.26203379327364 6.19574323276916 6.31427329493436 6.43991179360967 6.24681266641643 5.99019030693994 6.15008786256382 5.95794681339438 6.34746881053741 6.13467832516977 6.37733866418924 6.22627386573366 6.37555377763672 6.34637533457392 6.32636315274941 6.29799342828499 6.38948760165701 6.51327750280107
IL28A-IL28B 5.84917411364104 6.00859288996261 5.99471969587487 5.86132294993497 5.99750506901619 5.67290408125391 5.93144103360169 5.92743444810845 5.72388331711391 5.95794681339438 5.8337652080422 5.94265730058731 5.85929099718149 5.83588224105658 5.7388651106864 5.68154134239905 5.72494650202929 5.74397628163457 5.74395601015962 5.99302668835635
JAK1 7.02472485083729 7.14066843997112 7.11437275507452 7.15403882963848 7.24854326588702 7.34991088227928 7.17252280377571 7.29348387000897 7.14114872783843 6.95254334572134 7.21234708200036 7.33090846859687 7.16716992093089 7.28273393886391 7.10027541103164 7.10400863456675 7.09162754904491 7.20495488882086 7.13740223285893 7.40984680749617
CDC42SE2 8.00580899125326 8.0787469977896 8.07696344930911 8.15404470520908 8.08477013555161 8.13988096985823 8.16166279738128 8.24009095597392 8.10707677443423 8.2117382740277 8.15999472651738 8.12433628972829 8.12678849553271 8.1308637614053 8.19866827716038 7.98858793624061 8.1699604875873 8.26282705091661 8.25457118994505 8.13889861722165
ACACB 7.17044605671765 7.17179637798208 7.22083924399972 7.31902751956954 7.30814825982114 7.1449201574204 7.27158419082489 7.20896763071096 7.42102055295334 7.40745266613677 7.33609918363845 7.33501736283646 7.39037180856384 7.3338343205361 7.36825541595528 7.21629533925289 7.37391884779042 7.00391661748728 7.20626867735074 7.08445783475563
RFWD2 7.83496610400326 7.98638509040509 7.77797795301217 7.61787955928003 7.71604960422883 7.91430854337399 7.96528774490332 7.99042751371224 7.85845931010744 7.90906289548886 7.90089534891355 7.96641139649627 7.78127381208557 7.94373738343589 7.75759459125253 7.55460849206375 7.59800162901824 7.87463546425865 7.62700950982051 7.83386740881593
STX6 7.05830448072522 7.13301714071179 7.15449927063705 6.92764555159555 7.01394889843951 7.10807881096202 7.13687765579809 7.3004217809744 7.32206363624367 7.1684599910511 7.31285107367696 7.39394521967024 7.26918646100282 7.35301239402823 7.14112782518019 7.14261979231964 7.26791395632916 7.21224094175355 7.21490645960442 7.31922018029502
ANLN 8.14255388969248 8.17372153507281 8.05877628013258 7.87039849653374 8.01558564698411 8.31335940482132 8.41976053156294 8.44927595446475 8.13242874635994 7.99922395521791 8.06126665736615 8.47155398549718 8.19806929480843 8.41210922350727 8.28051872567582 8.34049514127033 8.2047974355786 8.48702058713635 8.56226796315484 8.51414367447307
SPRR4 7.25486478041549 7.18800387630703 7.21982107956223 7.3976941417664 7.36923946082606 7.13985626035367 7.00792916867591 7.14091135348557 7.11720450393966 7.18463376225914 7.11893848823846 7.08676269477393 7.20869226739824 7.14895246090832 7.34327863131125 7.02723406386775 7.06773519815078 7.21509042599407 7.19536760884062 7.14688414346141
POLR2J2 7.1268737506853 7.06952321230711 7.30687564231009 7.05397508009712 7.33226655265025 7.07566673920186 7.24456759813889 7.56862342482865 6.95769126274024 6.94824902136233 7.53789522124035 7.12497377943278 7.13552442465429 7.3628370029215 6.9940008105526 6.81266186917314 7.22342219391971 7.16191602694636 6.94297794836541 7.42079491256719
LOC441259-POLR2J2 6.16377412656031 6.36780884669897 6.5742600545758 6.39459465319009 6.4412407395403 6.47351283838251 6.41138633466646 6.75169408436654 6.47867630033288 6.5631778294801 6.75187671236544 6.58197234784033 6.39536058611827 6.66522439955309 6.51560839509177 6.49793819133567 6.69458795637925 6.68479559295902 6.24782486852067 6.63296575195776
HSH2D 5.95347625211049 5.96500522288731 5.8630241475117 5.83418678456139 6.04397971439897 5.96042948604696 5.98467680725976 5.92743444810845 5.99437169431578 5.8463140891143 5.90597407685095 5.97648851145096 6.03050343336229 6.06564022509627 5.8488949959969 5.86625260101808 5.91006063885085 6.0077835357987 5.94094511660958 6.05862903954829
TRNT1 6.49285411355911 6.46488547579465 6.53152043273427 6.37589843879014 6.45850006664383 6.61572509632499 6.54143682572399 6.66459139890979 6.80980976683355 6.61519142732407 6.7255134056804 6.8054773648648 6.72958261375577 6.65113877711032 6.82926380152557 6.52956092388678 6.90292453857696 6.69730744429641 6.63687152481895 6.8584613601202
TMEM163 6.1110326275662 5.72267836987068 5.86899896205908 5.79243196866279 5.85430028444432 5.87494903940252 5.88687143525747 5.87189997639801 5.78540287861166 5.76986144340716 5.75751635808735 5.77656976859763 6.03031906456215 5.79114408055086 5.91910022932043 5.93697378126186 5.7656645378512 5.69404295589241 5.91414888581377 5.75825788133927
ARHGAP5 6.56047869615585 6.61343898045446 6.64279408531474 6.55277738880108 6.55793250187678 6.56986113292871 6.80089618168796 6.72733954961279 6.77832338895879 6.83583221709307 6.6986593675144 6.74787361176477 6.89071554337587 6.78616438328262 6.85586486424391 6.81266186917314 7.05032553642024 6.64659550620063 6.5007398163422 6.70302316323104
HERPUD2 7.4187088966334 7.68770931642464 7.451447922934 7.51340968758807 7.60449413342535 7.65377383660516 7.74640798169264 7.68700985528594 7.98109440913113 8.04168426775986 8.08590165919774 8.21172037744788 7.94951449633038 7.97371392687242 8.23359099779878 7.69733340002714 8.07318983398254 7.81216427172407 7.73233137486553 7.74025099738914
JMJD6 6.8287324707123 6.84533147529484 6.83995181891957 6.74343696272934 6.67969614517071 6.88305977129971 6.88449733849777 6.89270431040028 6.78919234631705 6.80975705694501 6.84290175722206 6.65586164128932 6.72668435164906 6.69698848587732 6.59116570755994 6.70034292290676 6.62174992013244 6.75287971131459 6.64397826575004 6.84044661970677
SRCAP 6.46339035426129 6.507168910042 6.58568111308053 6.51818780384847 6.52703810958896 6.48702275634204 6.34164711882989 6.53726693685384 6.44812062259345 6.4999964425506 6.47876255857227 6.47875049235384 6.56954001414405 6.41293189270094 6.56336830922635 6.58885065367606 6.57083326255734 6.53404616740348 6.49206781899785 6.55159463153805
MAP3K6 6.28866822003546 6.22729328122204 6.19057565041646 6.01422225736281 6.19577575806033 6.159352265817 6.10975837922084 6.10806242129533 6.17448165408976 6.27060697029706 6.12349249338088 6.05775045684794 6.20413054417087 6.14819152729155 6.19980835501287 6.11581554084853 6.12488325396214 6.1419819365274 6.16015659324425 6.25797702861652
ARSG 5.84917411364104 5.89705049388027 5.7680357301471 5.8879581230926 5.79501159793235 5.78419988442901 5.66409708102738 5.81636550468757 5.78852575468635 5.78708208704828 5.85823859812404 5.81758042550512 5.77920040224537 5.81075836882634 5.79492872479149 5.65311213635251 5.68037285976945 5.81458634249113 5.88735265501796 5.8272514186085
ZNF101 6.17424174064443 6.10865947109162 6.19898613826423 5.88578248011772 6.02018071469672 6.19319093567493 6.27975672580248 6.20822795681887 6.13768118717457 6.32363911510581 6.15316114437108 6.12714786632855 6.13788671426057 6.18723269651261 6.11003620523633 6.10532274342978 5.96576365005662 6.22908338913767 6.12469628003609 6.30999022290475
PTPN11 7.39246054434156 7.50472077766888 7.4839788864236 7.43236107222918 7.40520096535892 7.52460030003171 7.47887170239448 7.6450117052844 7.51540600427492 7.54068208967347 7.57253276853665 7.77838780228501 7.51351216156798 7.64264964631766 7.66227952973309 7.85874314136839 7.77985770495384 7.57255462692628 7.2765691895565 7.66247236010509
KLHDC7B 7.32271258159602 7.46906373307187 7.49636548907263 7.1290601463231 7.24505156806363 7.05013743712583 6.88086193817401 7.19418416076763 7.78949648215767 7.69154308783907 7.91718619609403 7.73463105194466 7.52174628260423 7.77907293678256 7.71455843402144 7.74379025328111 7.7497427124143 7.08118615630326 7.08758992744624 7.23721124042596
ATAD3A-ATAD3B 7.29512374038262 7.3910363117683 7.42054949739137 7.19929909890195 7.35087144428752 7.42388183530594 7.28757031697382 7.52689938504374 7.2834294721421 7.13798560044074 7.36080328752286 7.44192985225557 7.30717247017516 7.35416817015754 7.34327863131125 6.85071396428787 7.17604836382984 7.3948366705666 7.03210474689874 7.51728647069496
ZNF626 6.07406923610993 5.94270740515527 5.99471969587487 5.96503454137469 6.04397971439897 5.91223584603365 5.98467680725976 6.0698318416398 6.02151969757654 6.06155873030548 6.14354398374691 5.90801367680608 6.09808561670332 5.9322186057391 6.02330755392044 5.96207107634884 5.92923601540073 6.0077835357987 5.94094511660958 6.14170170980598
PHC3 7.02283058056576 6.90627355160904 7.05858914954573 6.71031977818845 6.91125564539574 6.98538112852862 6.92864443738387 7.0157802861144 6.91489633766387 7.10198218552111 6.93559547000775 6.92291457352641 6.7989209375432 6.96760995462975 6.74638471238444 6.70599151931946 6.74955977357355 6.79367789497624 6.95605243937503 6.83369033572726
IL11RA 6.87258738122978 7.0461624216112 6.85937469866612 6.98574564734613 6.94822464542369 7.11161004627072 7.12077445520627 7.0125751398421 7.07049175959789 6.99669230765508 6.94004655085665 7.14261786254358 7.18059916089931 7.00574128111397 7.08691255203385 7.24924593721351 7.16509549189959 7.10699834441971 7.04951498607347 7.25738926179404
TNFRSF10A 6.20661811267654 6.35097482224792 6.22674709409461 6.23776668049923 6.23636601988172 6.20006529592745 6.1799123835316 6.23441414569486 6.22206568479883 6.22669919932946 6.20207868687103 6.26358702514666 6.18353597912049 6.16811185531032 6.19980835501287 6.23569624888228 6.22138003425724 6.23072847572207 6.26893412878487 6.22025032275998
RFFL 6.20661811267654 6.18991675127641 6.29647799724497 6.25832812119194 6.23636601988172 6.17985238959224 6.22485546860147 6.19942852939619 6.33458155629421 6.37486344564288 6.38163705488788 6.26358702514666 6.58002898368309 6.18776087543673 6.44727993608982 6.43253412850417 6.29713932719195 6.2478410055965 6.24782486852067 6.25797702861652
HPS4 6.92359535948324 6.72216606112973 6.93285162106473 6.9054515122221 6.79378190590563 6.82543107907385 6.92864443738387 6.93202561368043 6.91489633766387 7.07747085887911 6.87691746662549 7.11741209787433 6.81239748861239 7.01631335074148 6.86898369851002 6.9591952384132 6.98768203309821 6.96902175219789 6.79074871966369 6.99876944024954
UHMK1 8.21962986683031 8.34026398617195 8.46381495778169 8.25406034705519 8.58847300515554 8.10011736278145 8.09497538647281 8.42828393133065 8.15393525587146 8.06526143641134 8.34566108010833 8.11942208243103 7.90728912924005 8.28235369206744 7.94297942748909 7.85447150210238 8.03663069178106 8.16449275918353 8.10998773947496 8.46247084169463
TXNDC2 6.52458284429314 6.36303646481208 6.45917439308734 6.43960003536545 6.46682605875021 6.369577589447 6.25437701307548 6.28674672353432 6.19137391462303 6.31906590328075 6.328376617066 6.36467112818846 6.28252015572916 6.28171834462192 6.26025050299725 6.5032545383135 6.31498058012848 6.45267490482408 6.41286738464977 6.36841520214842
NAV3 5.97841474402571 5.98696365911318 5.93037408408017 5.98983801251034 5.89980802698197 5.93653389236016 6.06101919807417 5.99019030693994 6.17448165408976 6.03634496762873 6.04037778870128 6.11961740748732 6.0072537382996 5.97807719474668 5.87513954605754 6.05192018141654 6.0392257915138 6.1419819365274 5.94094511660958 6.1007632131979
C5orf22 7.72901835920758 7.79739850594164 7.54752849153983 7.48751799811814 7.43174614392781 7.73913358783339 7.78443478065599 7.65508724950118 7.66544950426504 7.67588714372909 7.50727171404451 7.74153882007858 7.33545175448881 7.38001994945083 7.61650489175412 7.58894343893665 7.41243447589238 7.60199757556525 7.30161724074335 7.38714159669438
PCDHGB7 5.98779945883137 5.96116870150309 6.00472822798875 6.08573280497525 5.93361260739022 5.94608322303606 5.90883651733772 5.93872595802075 5.88397237045425 5.87140232096549 5.8163963090671 5.78949710263019 6.01020802619693 5.87869826816823 5.93140445175525 5.88353026537802 5.79520484209086 5.82580943964384 6.10047500593307 5.85094793366517
ERC1 6.56047869615585 6.64139854039833 6.5742600545758 6.61787287301043 6.58960995390177 6.43991179360967 6.46856344948595 6.55814709470086 6.74613447437947 6.64885373713386 6.6850425478304 6.71818563594264 6.51557855651304 6.59337941213778 6.62790935378118 6.85071396428787 6.76030718075488 6.64659550620063 6.5184754977722 6.66139823842759
FLCN 6.68690239782503 6.64139854039833 6.93285162106473 6.83875063607383 6.76632473251662 6.61572509632499 6.62763885181877 6.83383606533409 6.69646309055128 6.76084643055457 6.76487988287837 6.64644136270103 6.71530588904222 6.76015135935478 6.65845272212521 6.76031233994742 6.81287510740112 6.67217428281905 6.74628394658288 6.82114348299259
LOC84989 6.16377412656031 6.07160050331015 6.19057565041646 6.37589843879014 6.27584547186089 6.07430841274731 6.20255892555944 6.03056055295739 6.07432960757649 6.18141307713951 6.14354398374691 6.17894010036817 6.11992735171206 6.16811185531032 6.22042675259789 6.17700070188111 6.02146666126239 6.33048526933113 6.16015659324425 6.14170170980598
LRRC7 5.58262993150352 5.671572556868 5.71808845710097 5.9397971766427 5.68200260652987 5.83678544969822 5.69636870768409 5.61869160401151 5.69044249953131 5.7253137955575 5.73149608433576 5.65995021277346 5.69440106288234 5.62145787418019 5.90091520151878 5.73677241948929 5.56251396689034 5.56439425829601 5.51575223531999 5.58161017146058
SH2D3C 6.09702375819419 6.00859288996261 6.01554592017214 6.03820121188518 6.08900386920024 6.11745688203613 6.01057572887452 6.03056055295739 6.04816627295186 6.03634496762873 5.92926230819041 6.07346768445107 6.24445816577109 5.9553301004505 6.06949800907416 6.00769496150564 6.02146666126239 6.08598956043318 6.06681443021714 6.14170170980598
PPP1R3B 6.36630201236673 6.64139854039833 6.53152043273427 6.46704692735971 6.54182907202332 6.55424331564778 6.52356065594088 6.5018272338945 6.5916753516187 6.59806107850958 6.41501476778071 6.70815231451893 6.41316015840306 6.72023066675424 6.67348529353694 6.59079998547963 6.60202925708593 6.39335278631622 6.16015659324425 6.64725203652707
SLC9A7 5.93120573851633 6.0060327943309 6.04783511392053 6.03111075718165 6.07752150396612 6.09459092437958 6.03628401046444 6.07404317671198 6.04396129657759 6.03957589589869 6.08193514104108 6.09261898826194 6.09608690961979 6.02448732903028 5.94348948902106 6.09424887481006 6.01747194640649 6.07253580591113 6.06176162323232 6.05337927733218
IGSF3 6.68658496969496 6.59897156610494 6.72090032483717 6.69247446108157 6.50907273262444 6.60059853444535 6.57559975387983 6.79445666416705 6.68739350965439 6.62305987269054 6.62918238602175 6.64093664365215 6.69050943220969 6.60796376988547 6.62947186386644 6.67797535998067 6.60650536609463 6.63894933553408 6.57058025108924 6.76022763061569
RFX6 5.48158792295274 5.75071248934753 5.5850873378986 5.8879581230926 5.68200260652987 5.91223584603365 5.63108704654817 5.69602736784684 5.69044249953131 5.75652847877772 5.73149608433576 5.7210973215771 5.80639427951457 5.67812484221498 5.65046033496706 5.93870643057885 5.94815987038625 5.76789900631663 5.9143977186267 5.72320239339
DIRC1 5.41006799781129 5.64419756946897 5.55694986490391 5.65968916945211 5.62199539823049 5.67290408125391 5.52726798621204 5.59196353837875 5.69044249953131 5.558227421068 5.59253766948272 5.50630899162138 5.508204711593 5.56247387240601 5.42031343149127 5.46966096688104 5.43416374203185 5.61802418024549 5.58471790084082 5.63992489034226
DNAJB7 5.48158792295274 5.61629309969047 5.498973134723 5.65968916945211 5.62199539823049 5.52050465359807 5.63108704654817 5.59196353837875 5.58520159691473 5.558227421068 5.67750792945566 5.57416794561051 5.44038706871078 5.62145787418019 5.48989932679635 5.62411145431624 5.48688174734903 5.48001550583011 5.55064711150595 5.63992489034226
UCN3 6.87129484665656 6.73519840597582 6.58822978669761 6.72516764858231 6.72413359816451 6.75885938530351 6.87325894090227 6.58550345059137 6.74613447437947 6.82114361769801 6.71214886717149 6.86989784930957 6.78531731177954 6.70667446313208 6.62790935378118 6.78672453376997 6.80251363977582 6.74629719415612 6.80527089991276 6.91858971596641
DIP2A 6.39410260053738 6.47911846895479 6.49489162011307 6.37589843879014 6.36960004785317 6.43981165520562 6.50442463896902 6.44197812799321 6.36478810877246 6.43281884700619 6.44754754578101 6.47350251740363 6.31879770812778 6.29989451378347 6.24910428875985 6.22749663196927 6.31175123997068 6.46708716358804 6.49109080771955 6.44616712389573
USP28 6.87129484665656 7.01713266041737 6.94375858083398 6.852339797783 6.87315075111011 6.90146288433657 6.88730592348356 7.0554507489913 7.06596833957888 6.89313529487893 6.76487988287837 7.07119031006598 6.85208789346763 6.78616438328262 6.93284599701791 6.89993748005865 6.87352817814502 6.88401206099424 6.71586069346349 6.76983557499706
CASC5 6.1235018735238 6.27199953403439 6.24352682383071 6.22552556954423 6.29505938339762 6.37694924753898 6.48337032325994 6.21692133754553 6.18247605410489 6.13387623979217 6.23044843186343 6.36647872411421 6.21428290101169 6.23546565715935 6.3596270086347 6.43214613946942 6.33212228098541 6.50430139271815 6.46724673804612 6.54724625789946
SENP8 6.12730341892963 6.06095433937732 6.09583611847908 6.11380234650478 6.09899503964705 6.20975663454825 6.10476613793062 5.97158495302474 6.06124794026417 6.15803616579854 6.18988141408974 6.2085046376097 6.25026605571996 6.23422910050957 6.17827534109988 6.24370912115443 6.16585474659241 6.18635520612474 6.13719843144427 6.10277534832844
